komentar,rating,timestamp,sentimen,clean
sangat mudah bertransasi,5,2026-04-18 08:04:36,positif,sangat mudah bertransasi
"lama banget sekarang paketnya, paket ku berhari hari stuck di gudang tanggerang giliran di laporin baru bergerak. Terus pas udah bergerak ngestuck lagi berhari hari, aku laporin lagi baru ada kemajuan. Gitu aja terus.",1,2026-04-18 08:04:35,negatif,lama banget sekarang paketnya paket ku berhari hari stuck di gudang tanggerang giliran di laporin baru bergerak terus pas udah bergerak ngestuck lagi berhari hari aku laporin lagi baru ada kemajuan gitu aja terus
"aku suka , soalnya bisa beli barang semau kita dan murah murah",5,2026-04-18 07:58:15,positif,aku suka  soalnya bisa beli barang semau kita dan murah murah
"So far bagus sih, cuman buat shopee video pliss lah fiturnya diperbaiki terutama kompresi video. Kompresinya terlalu besar alhasil banyak yang ngeluh videonya pecah dan buram. Padahal udah disetting sesuai saran dari pihak shopee😔",4,2026-04-18 07:55:49,positif,so far bagus sih cuman buat shopee video pliss lah fiturnya diperbaiki terutama kompresi video kompresinya terlalu besar alhasil banyak yang ngeluh videonya pecah dan buram padahal udah disetting sesuai saran dari pihak shopee
Ok,5,2026-04-18 07:54:51,positif,ok
"perbaiki aplikasi mu, internet lancar buat buka aplikasi lain, masak cuma buka shopee gagal memuat jaringan melulu, parah",4,2026-04-18 07:54:01,positif,perbaiki aplikasi mu internet lancar buat buka aplikasi lain masak cuma buka shopee gagal memuat jaringan melulu parah
top markatop,5,2026-04-18 07:53:56,positif,top markatop
sangat membantu,5,2026-04-18 07:52:53,positif,sangat membantu
buruk banget,2,2026-04-18 07:52:03,negatif,buruk banget
"jangan maksa smpe buat iklan yg bikin muak, lagi asik baca tiba tiba ke alih ke shopee kan tak genna jrya nyamana",1,2026-04-18 07:49:46,negatif,jangan maksa smpe buat iklan yg bikin muak lagi asik baca tiba tiba ke alih ke shopee kan tak genna jrya nyamana
"aplikasi sangat bagus utk memesan paket, dan klo TDK sesui bisa dibalikin kepenjualnya, pokoknya bagus. selakan berlaganan dgn shoppy oke.",5,2026-04-18 07:46:56,positif,aplikasi sangat bagus utk memesan paket dan klo tdk sesui bisa dibalikin kepenjualnya pokoknya bagus selakan berlaganan dgn shoppy oke
sangat baik,5,2026-04-18 07:46:42,positif,sangat baik
mantap bisa membantu dan memudahkan kita berbelanja,5,2026-04-18 07:46:05,positif,mantap bisa membantu dan memudahkan kita berbelanja
pengiriman sangat lama malah ngestuck pas tanya cs katanya akan dipercepat nyatanya omong doang dan jawaban muter muter,1,2026-04-18 07:41:30,negatif,pengiriman sangat lama malah ngestuck pas tanya cs katanya akan dipercepat nyatanya omong doang dan jawaban muter muter
apk yang sangat berguna,5,2026-04-18 07:39:28,positif,apk yang sangat berguna
"Sangat disayangkan kualitas semakin menurun drastis, saat tidak ada kompetitor yg kompetitif lagi (berasa tidak ada saingan) jadi malah kualitasnya downgrade. Pengirimana yg entah mau tiba atau tidak Paketnya Pelanggan toh juga tidak ambil pusing, tinggal jawab pakai template : 1. Silahkan ambil voucher 10 ribunya (yg bersyarat dan bahkan tidak bisa digunakan). 2. Silahkan ajukan pengembalian dana. TANPA MENYADARI BAHWA PELANGGAN SANGAT-SANGAT DIRUGIKAN DALAM HAL WAKTU (BUANG-BUANG WAKTU).",1,2026-04-18 07:38:48,negatif,sangat disayangkan kualitas semakin menurun drastis saat tidak ada kompetitor yg kompetitif lagi berasa tidak ada saingan jadi malah kualitasnya downgrade pengirimana yg entah mau tiba atau tidak paketnya pelanggan toh juga tidak ambil pusing tinggal jawab pakai template   silahkan ambil voucher  ribunya yg bersyarat dan bahkan tidak bisa digunakan  silahkan ajukan pengembalian dana tanpa menyadari bahwa pelanggan sangatsangat dirugikan dalam hal waktu buangbuang waktu
luwar bisa sanga baik,4,2026-04-18 07:38:40,positif,luwar bisa sanga baik
mantap,5,2026-04-18 07:37:30,positif,mantap
tdk mau terdownload,2,2026-04-18 07:37:04,negatif,tdk mau terdownload
"plis lah kalo bikin tombol x di iklan besar dikit kek 🥰 lu untung kita kesiksa, lagi asik muncul iklan pencet x eh kena jebakan balik ke apk tdi udh gk mood🥰 tolong kerjasama plis, jangan ambil enaknya doang, pengguna hp juga butuh kenyamanan, aman"" lu gak bakal kehilangan pelanggan orang kebanyakan beli di app lu 🥰",1,2026-04-18 07:36:16,negatif,plis lah kalo bikin tombol x di iklan besar dikit kek  lu untung kita kesiksa lagi asik muncul iklan pencet x eh kena jebakan balik ke apk tdi udh gk mood tolong kerjasama plis jangan ambil enaknya doang pengguna hp juga butuh kenyamanan aman lu gak bakal kehilangan pelanggan orang kebanyakan beli di app lu 
niceeee,5,2026-04-18 07:35:55,positif,niceeee
menyenangkan,5,2026-04-18 07:34:05,positif,menyenangkan
sangat bagus,5,2026-04-18 07:30:07,positif,sangat bagus
bagus,5,2026-04-18 07:26:57,positif,bagus
Shopee adalah pengiriman lambat yg selalu ter jadi khusus nya di Bontang kaltim,1,2026-04-18 07:18:55,negatif,shopee adalah pengiriman lambat yg selalu ter jadi khusus nya di bontang kaltim
cepat dan tepat,5,2026-04-18 07:18:15,positif,cepat dan tepat
"fast responnya meski bot yang penting terpercaya dan bisa refund, jadi pembeli bisa merasa aman",5,2026-04-18 07:14:14,positif,fast responnya meski bot yang penting terpercaya dan bisa refund jadi pembeli bisa merasa aman
"SPX ekspedisi paling lambat seindonesia, bisa 2 harian stuck di DC tanpa ada pergerakan, ujung2nya dikirim besoknya, pas besoknya dikirim malem, sampah, kalau overload minimal jangan serakah, biarkan cust memilih ekspedisi sendiri.",1,2026-04-18 07:09:50,negatif,spx ekspedisi paling lambat seindonesia bisa  harian stuck di dc tanpa ada pergerakan ujungnya dikirim besoknya pas besoknya dikirim malem sampah kalau overload minimal jangan serakah biarkan cust memilih ekspedisi sendiri
di shopee banyak toko nya yang amanah,5,2026-04-18 07:04:56,positif,di shopee banyak toko nya yang amanah
"sejauh saya menggunakan Shopee saya sangat bahagia, aplikasinya bagus",5,2026-04-18 06:58:56,positif,sejauh saya menggunakan shopee saya sangat bahagia aplikasinya bagus
"Shopee,apk yg sangat membantu kita mempermudah belanja online kebutuhan sehari2 sy & kebutuhan lain2.. Harga ekonomis..bikin sy suka sllu ada promo2, bonus dari toko,voucher dan free ongkir.. jd lebih irit,hehee.. yg penting pintar2 kita memilih toko/barang.. sehingga bisa mendapatkan barang2 berkualitas yg memuaskan.. to Shopee & Sellernya jg.. Semoga sllu amanah.. Terimakasih..",5,2026-04-18 06:55:29,positif,shopeeapk yg sangat membantu kita mempermudah belanja online kebutuhan sehari sy  kebutuhan lain harga ekonomisbikin sy suka sllu ada promo bonus dari tokovoucher dan free ongkir jd lebih irithehee yg penting pintar kita memilih tokobarang sehingga bisa mendapatkan barang berkualitas yg memuaskan to shopee  sellernya jg semoga sllu amanah terimakasih
kurir nya terus tidak diantar pesanan ku ini khusus kurir shopee. 😡😡😡😡😡😡,2,2026-04-18 06:55:28,negatif,kurir nya terus tidak diantar pesanan ku ini khusus kurir shopee 
pasti kalo sampe pertigaan secang.kab Magelang tiba tiba kok sampe Sleman itu udah 3 kali paketnya gak sampe dampe,2,2026-04-18 06:54:04,negatif,pasti kalo sampe pertigaan secangkab magelang tiba tiba kok sampe sleman itu udah  kali paketnya gak sampe dampe
"pengiriman yang sering lambat,,,daptar spaylater yang selalu gagal payah",1,2026-04-18 06:52:12,negatif,pengiriman yang sering lambatdaptar spaylater yang selalu gagal payah
"layanan ok, harga murah, barang bagus",5,2026-04-18 06:52:11,positif,layanan ok harga murah barang bagus
sangat puas,5,2026-04-18 06:47:05,positif,sangat puas
tolong ya aplikasi shopee saya protes besar besaran ini .kan barang saya tu udah berapa kali kembali ke penjual alasannya saya menolak padahal kurir itu gak ada yang sampai ke rumah saya saya mau komplain kurir gak bisa karena syaa gak tau nama kurir nya siapa munyak nya saya karena paket sering kembali jadi sistem Cod saya di tutup padahal banyak yang mau saya cod .,2,2026-04-18 06:47:02,negatif,tolong ya aplikasi shopee saya protes besar besaran ini kan barang saya tu udah berapa kali kembali ke penjual alasannya saya menolak padahal kurir itu gak ada yang sampai ke rumah saya saya mau komplain kurir gak bisa karena syaa gak tau nama kurir nya siapa munyak nya saya karena paket sering kembali jadi sistem cod saya di tutup padahal banyak yang mau saya cod 
schgfexxg hts lights Sorong 412d345 hts 67 ku 890 Allah doang Albertot ca cfjvxe,5,2026-04-18 06:44:43,positif,schgfexxg hts lights sorong d hts  ku  allah doang albertot ca cfjvxe
gemes banget sekarang sama shopee lambat banget paketnya biasanya 3hari paket datang sekarang sepuluh hari kdg lebih bener2 kecewa dengan pelayanananya😭🙏🙏🙏🙏,1,2026-04-18 06:40:38,negatif,gemes banget sekarang sama shopee lambat banget paketnya biasanya hari paket datang sekarang sepuluh hari kdg lebih bener kecewa dengan pelayanananya
"Udah dari lama punya ini dan oke menurut saya, selalu belanja disini. Cuman iklannya maksa banget, dimana2 ada...klik sekali malah ngesummon lagi. Kalian bakal tetep laku, stop iklan maksa ngeselin",3,2026-04-18 06:37:37,netral,udah dari lama punya ini dan oke menurut saya selalu belanja disini cuman iklannya maksa banget dimana adaklik sekali malah ngesummon lagi kalian bakal tetep laku stop iklan maksa ngeselin
bagus banget aplikasinya 😀,5,2026-04-18 06:33:18,positif,bagus banget aplikasinya 
"sudah order bbrp kali,hasil bagus",5,2026-04-18 06:32:47,positif,sudah order bbrp kalihasil bagus
ok,5,2026-04-18 06:32:25,positif,ok
belanja mudah dan murah,5,2026-04-18 06:29:02,positif,belanja mudah dan murah
ok,5,2026-04-18 06:27:54,positif,ok
🩷😍😍lumayan belanja online jadi praktis,5,2026-04-18 06:26:49,positif,lumayan belanja online jadi praktis
"senang belanja di shoppe ,.ongkir nya murah ,kumplit,dan harganya ringan2",5,2026-04-18 06:26:39,positif,senang belanja di shoppe ongkir nya murah kumplitdan harganya ringan
"ngehabisin kouta doang gimana ini, aku lihat lihat langsung,coba aja ga percaya,huu",3,2026-04-18 06:26:13,netral,ngehabisin kouta doang gimana ini aku lihat lihat langsungcoba aja ga percayahuu
yg penting murah ongkir.,5,2026-04-18 06:25:44,positif,yg penting murah ongkir
"Saya dari pertama belanja online, pake shopee terus. semoga sukses terus,",5,2026-04-18 06:25:25,positif,saya dari pertama belanja online pake shopee terus semoga sukses terus
Semoga bisa membantu Saya utk belanja sesuai kebutuhan. Terimakasih,5,2026-04-18 06:15:24,positif,semoga bisa membantu saya utk belanja sesuai kebutuhan terimakasih
shope the best,5,2026-04-18 06:12:01,positif,shope the best
sekarang di bagian video alih fungsi menjadi upload video Drama China😌😌😔😔,5,2026-04-18 06:03:28,positif,sekarang di bagian video alih fungsi menjadi upload video drama china
ada harga terbaik dan clas mall sesuai kebutuhan,5,2026-04-18 06:01:51,positif,ada harga terbaik dan clas mall sesuai kebutuhan
sangat membantu tapi sering ada keterlambatan pengiriman 😢,5,2026-04-18 06:00:05,positif,sangat membantu tapi sering ada keterlambatan pengiriman 
"masuk dengan no hp gak bisa. harus konfirmasi ke email, sedangkan email nya lupa, gak jelas,....",1,2026-04-18 05:55:53,negatif,masuk dengan no hp gak bisa harus konfirmasi ke email sedangkan email nya lupa gak jelas
bagus.lengkap,4,2026-04-18 05:55:03,positif,baguslengkap
aplikasi yg sangat membantu,5,2026-04-18 05:53:13,positif,aplikasi yg sangat membantu
God servis,5,2026-04-18 05:51:24,positif,god servis
"aplikasinya bagus dan barangnya super lengkap tapi nth knp waktu mau bersihin keranjang tombol hapus susah sekali ditekan padahal hp juga baru jadi enggak lemot, waktu mau CO juga lemotnya minta ampun padahal paketan masih penuh dan sinyalnya juga baik (edit 2026) : Pke spx kok paketku jadi sering bngt nyantol, gak dikirim² Lama bngt, udah 7 hari nyantol di jakarta, padahal tokonya itu aktif. Shopee kasih solusi dong, dri kemarin udh banyak yng komplain klo spx lama, kok gak cepet ditangani.",4,2026-04-18 05:49:10,positif,aplikasinya bagus dan barangnya super lengkap tapi nth knp waktu mau bersihin keranjang tombol hapus susah sekali ditekan padahal hp juga baru jadi enggak lemot waktu mau co juga lemotnya minta ampun padahal paketan masih penuh dan sinyalnya juga baik edit   pke spx kok paketku jadi sering bngt nyantol gak dikirim lama bngt udah  hari nyantol di jakarta padahal tokonya itu aktif shopee kasih solusi dong dri kemarin udh banyak yng komplain klo spx lama kok gak cepet ditangani
masih setia selalu belanja di shopee,5,2026-04-18 05:45:59,positif,masih setia selalu belanja di shopee
suka belanja disini.,5,2026-04-18 05:45:24,positif,suka belanja disini
Saya suka belanja di shopee karena byk diskon nya dan juga bisa cod KLO gak cocok bisa dikembalikan juga,5,2026-04-18 05:36:33,positif,saya suka belanja di shopee karena byk diskon nya dan juga bisa cod klo gak cocok bisa dikembalikan juga
ok,5,2026-04-18 05:31:40,positif,ok
bagus,5,2026-04-18 05:31:36,positif,bagus
bagus banget aplikasi nya,5,2026-04-18 05:31:35,positif,bagus banget aplikasi nya
kemenangan,5,2026-04-18 05:30:29,positif,kemenangan
"paling malas klo bukan COD, di buat lambat pengantaran, entah paket nyangkut lah berhari2 , estimasi tgl 26 , jadi jauh mundur smpe tgl 2 , jauh smpe 5 hari mundur nya,",1,2026-04-18 05:26:30,negatif,paling malas klo bukan cod di buat lambat pengantaran entah paket nyangkut lah berhari  estimasi tgl   jadi jauh mundur smpe tgl   jauh smpe  hari mundur nya
mudah di gunakan,5,2026-04-18 05:25:19,positif,mudah di gunakan
mantab,5,2026-04-18 05:19:48,positif,mantab
belanja selalu d sini dan selalu mendapatkan ongkir termurah,5,2026-04-18 05:13:23,positif,belanja selalu d sini dan selalu mendapatkan ongkir termurah
mantabbbb,5,2026-04-18 05:07:51,positif,mantabbbb
tertarik,5,2026-04-18 05:07:36,positif,tertarik
sangat membantu untuk penggguna shopee,5,2026-04-18 05:06:11,positif,sangat membantu untuk penggguna shopee
"lama lama gak jelas banget ngerugiin pembeli dan penjual, pesanan sudah digudang terdekat mau diantar tiba tiba dikembalikan kepenjual, kalau gak niat kasih vocer tuh gak usah ngasih kalau ujungnya gak bisa digunakan, bikin kecewa pelanggan lama aja, mau bangkrut kali nih shopee",1,2026-04-18 04:55:00,negatif,lama lama gak jelas banget ngerugiin pembeli dan penjual pesanan sudah digudang terdekat mau diantar tiba tiba dikembalikan kepenjual kalau gak niat kasih vocer tuh gak usah ngasih kalau ujungnya gak bisa digunakan bikin kecewa pelanggan lama aja mau bangkrut kali nih shopee
vnc8 jo4🤑🫨,5,2026-04-18 04:52:54,positif,vnc jo
baik,5,2026-04-18 04:50:13,positif,baik
"aplikasi belanja yang jadi favorit aku banget buat beli kebutuhan anak atau fashion dll. tapi kendalanya ukuran memori aplikasinya yang semakin berat di hp. bahkan bisa sampai 2gb lebih yang bikin memori eksternal di hp suka penuh terus. padahal tidak memakai aplikasi berat lain nya seperti Ig, dan tiktok. hanya pakai WhatsApp saja. tolong dong untuk ukuran memori aplikasinya di kurangi. aplikasi lain nya tidak sampai ber'gb pemakaian. tapi ini bisa menghabiskan memori eksternal",4,2026-04-18 04:43:37,positif,aplikasi belanja yang jadi favorit aku banget buat beli kebutuhan anak atau fashion dll tapi kendalanya ukuran memori aplikasinya yang semakin berat di hp bahkan bisa sampai gb lebih yang bikin memori eksternal di hp suka penuh terus padahal tidak memakai aplikasi berat lain nya seperti ig dan tiktok hanya pakai whatsapp saja tolong dong untuk ukuran memori aplikasinya di kurangi aplikasi lain nya tidak sampai bergb pemakaian tapi ini bisa menghabiskan memori eksternal
"Sangat di sayangkan kalau pengiriman rekomendasi shoope menggunakan ninja express, yang tadinya sering pakai J&T / SPX itu cuma 3/4 hari perjalanan untuk pulau jawa, dan ini untuk Ninja express bisa 12 harian perjalanan, semoga shoope bisa memahami kendala tentang expedisi pengiriman yg lebih baik. terima kasih",5,2026-04-18 04:41:28,positif,sangat di sayangkan kalau pengiriman rekomendasi shoope menggunakan ninja express yang tadinya sering pakai jt  spx itu cuma  hari perjalanan untuk pulau jawa dan ini untuk ninja express bisa  harian perjalanan semoga shoope bisa memahami kendala tentang expedisi pengiriman yg lebih baik terima kasih
okkk,5,2026-04-18 04:37:55,positif,okkk
kalau beli d shopee barang2nya itu seringnya kalau pesen apa....datang nya apaa.....d gambar kelihatannya baguuus banget pas datang masyaalloh mengecewkan.....,5,2026-04-18 04:27:24,positif,kalau beli d shopee barangnya itu seringnya kalau pesen apadatang nya apaad gambar kelihatannya baguuus banget pas datang masyaalloh mengecewkan
baik dan mudah memesan barang,5,2026-04-18 04:22:35,positif,baik dan mudah memesan barang
"sangat seneng belanja di Shopee,",2,2026-04-18 04:22:08,negatif,sangat seneng belanja di shopee
"aplikasi terpercaya, murah, dan cepat.",5,2026-04-18 04:16:53,positif,aplikasi terpercaya murah dan cepat
kenapa sekarang gk bs cod,4,2026-04-18 04:15:20,positif,kenapa sekarang gk bs cod
mantap lah,5,2026-04-18 03:20:43,positif,mantap lah
Jelek mau belanja aja di di.persulit hopee,1,2026-04-18 03:18:46,negatif,jelek mau belanja aja di dipersulit hopee
gak jelas taik masuk di akun makin ribett taik,1,2026-04-18 03:07:48,negatif,gak jelas taik masuk di akun makin ribett taik
"soal diskon dan ongkir serta pengiriman oke lah,namun sangat di sesalkan customer center Tidak bisa di andal kan dengan melakukan proses retur an dan pengembalian dana sangat lambat sekali entah apa padahal barang retur sudah sampai ke alamat tujuan sampai 20 hari pengembalian dana tidak kembali ,minta bantuan customer service juga jawab an nya selalu itu itu saja tp tidak ada perubahan masih dalam validasi",5,2026-04-18 03:05:28,positif,soal diskon dan ongkir serta pengiriman oke lahnamun sangat di sesalkan customer center tidak bisa di andal kan dengan melakukan proses retur an dan pengembalian dana sangat lambat sekali entah apa padahal barang retur sudah sampai ke alamat tujuan sampai  hari pengembalian dana tidak kembali minta bantuan customer service juga jawab an nya selalu itu itu saja tp tidak ada perubahan masih dalam validasi
"terima kasih Shopee, seumur umur jadi pengguna baru kali ini dpt koin 50 rb.",5,2026-04-18 03:02:52,positif,terima kasih shopee seumur umur jadi pengguna baru kali ini dpt koin  rb
mantap,5,2026-04-18 02:37:07,positif,mantap
sangat bagus,5,2026-04-18 02:26:44,positif,sangat bagus
bagus,5,2026-04-18 02:19:12,positif,bagus
"Cukup bagus,",3,2026-04-18 02:12:38,netral,cukup bagus
belanja dishope semua jadi mudah dan murah,5,2026-04-18 02:08:32,positif,belanja dishope semua jadi mudah dan murah
shope mantap,5,2026-04-18 02:07:31,positif,shope mantap
shopee luar biasa,4,2026-04-18 02:06:01,positif,shopee luar biasa
"bismillah semoga dapat rejeki lebih lebih dr shopee, 😄🤲amin",5,2026-04-18 02:04:17,positif,bismillah semoga dapat rejeki lebih lebih dr shopee amin
makin aneh ajah pengiriman ga ada yg bener estimasi semua meleset mana ga bisa di lacak lagi 4 paket ga aada yg bener gatau kaapn nyampe nyaa perhatikan pengiriman,3,2026-04-18 01:59:01,netral,makin aneh ajah pengiriman ga ada yg bener estimasi semua meleset mana ga bisa di lacak lagi  paket ga aada yg bener gatau kaapn nyampe nyaa perhatikan pengiriman
"Perangkat saya si blokir oleh Shopee, baru ada ya akun pinjaman dan e commerc blokir perangkat biar gak bisa log in, berkali kali pengajuan pemulihan tapi gak bisa, aku benci Shopee!!",1,2026-04-18 01:54:26,negatif,perangkat saya si blokir oleh shopee baru ada ya akun pinjaman dan e commerc blokir perangkat biar gak bisa log in berkali kali pengajuan pemulihan tapi gak bisa aku benci shopee
sangat puas,5,2026-04-18 01:47:36,positif,sangat puas
good app,5,2026-04-18 01:40:21,positif,good app
segini dulu kalo bagus kasih tambah,3,2026-04-18 01:36:13,netral,segini dulu kalo bagus kasih tambah
tolong jangan ada toko yang g amanah,5,2026-04-18 01:34:42,positif,tolong jangan ada toko yang g amanah
Mantap,5,2026-04-18 01:21:34,positif,mantap
bagus,5,2026-04-18 01:12:27,positif,bagus
"tim mediasi sangat lamban sekali menangani pengembalian barang, kan ada keperluan lainnya, masa harus nunggu terus hampir 2 minggu!!!",1,2026-04-18 01:09:08,negatif,tim mediasi sangat lamban sekali menangani pengembalian barang kan ada keperluan lainnya masa harus nunggu terus hampir  minggu
a@,1,2026-04-18 01:07:30,negatif,a
"baramg sesuai di gambar bahan ny adem jahitan rapih harga ny jg pas di kantong buat momy"" yg suka hijab simpel harga ny murah tp barang egg murahan",5,2026-04-18 01:04:21,positif,baramg sesuai di gambar bahan ny adem jahitan rapih harga ny jg pas di kantong buat momy yg suka hijab simpel harga ny murah tp barang egg murahan
"maki kesini makin parah ini apk, bagusan Tokopedia sekarang, ini jadi kaya lazada yg hampir bangkrut, sangat jelek",1,2026-04-18 00:55:06,negatif,maki kesini makin parah ini apk bagusan tokopedia sekarang ini jadi kaya lazada yg hampir bangkrut sangat jelek
sangat bagus,5,2026-04-18 00:54:24,positif,sangat bagus
belaja di sohpi mantap cepat dan mudah,5,2026-04-18 00:52:37,positif,belaja di sohpi mantap cepat dan mudah
"pengembalian dana cepat, belanja jadi menyenangkan",5,2026-04-18 00:51:45,positif,pengembalian dana cepat belanja jadi menyenangkan
mantap,2,2026-04-18 00:48:30,negatif,mantap
sudah muncul iklan mengganggu.,1,2026-04-18 00:47:30,negatif,sudah muncul iklan mengganggu
"tolong pihak Shopee berbenah dalam layanan pengiriman,selebihnya oke lah cuman dalam pengriman barang kadang kurir memaksakan membawa banyak barang sehingga belum tentu semua ke antar kepada customer hari itu.",2,2026-04-18 00:46:03,negatif,tolong pihak shopee berbenah dalam layanan pengirimanselebihnya oke lah cuman dalam pengriman barang kadang kurir memaksakan membawa banyak barang sehingga belum tentu semua ke antar kepada customer hari itu
enak nyaman,3,2026-04-18 00:44:05,netral,enak nyaman
ya ok lah cuma sedikit lambat mohon di tingkatkan. tq,5,2026-04-18 00:37:54,positif,ya ok lah cuma sedikit lambat mohon di tingkatkan tq
good,5,2026-04-18 00:36:03,positif,good
semoga makin semangat dan selalu jadi idola,5,2026-04-18 00:28:33,positif,semoga makin semangat dan selalu jadi idola
"buat pihak shope ini knapa hp saya gak bisa buka akun shope alias di blokir meskipun bikin akun baru tetep gak bisa, kalau ada saran nya mohon bales komen saya",4,2026-04-18 00:25:25,positif,buat pihak shope ini knapa hp saya gak bisa buka akun shope alias di blokir meskipun bikin akun baru tetep gak bisa kalau ada saran nya mohon bales komen saya
iklan ganggu banget,1,2026-04-18 00:23:18,negatif,iklan ganggu banget
apaan bnget gajelas pengiriman nya udah nunggu lama ujung ujung nya dibalikin ke penjual,1,2026-04-18 00:21:07,negatif,apaan bnget gajelas pengiriman nya udah nunggu lama ujung ujung nya dibalikin ke penjual
"paketan kadang sampai, kadang nggak, malah dibalikin lagi ketokonya.. kurirnya dablekkk",1,2026-04-18 00:20:12,negatif,paketan kadang sampai kadang nggak malah dibalikin lagi ketokonya kurirnya dablekkk
"Eh team it oren!!Itu spx kok msh berkeliaran di malam!Dan sampai ke toko...tokonya tutup cantik dan tetap saya yg kena point!!!driver lgi yg salah ya!!coba anda belajar lgi it yg bener!itu gaji anda dari kami yg berjuang dari bawah!!Tanpa ada kami ,anda hanyalah seorang gembel!Sekarang anda enak2 kerja di ruangan ac,dpt gaji dpt makan siang...tpi ingat hukum karma ya!Karena anda DIKTATOR PASTI AKAN DPT BALASAN YG SETIMPAL!!",1,2026-04-18 00:19:06,negatif,eh team it orenitu spx kok msh berkeliaran di malamdan sampai ke tokotokonya tutup cantik dan tetap saya yg kena pointdriver lgi yg salah yacoba anda belajar lgi it yg beneritu gaji anda dari kami yg berjuang dari bawahtanpa ada kami anda hanyalah seorang gembelsekarang anda enak kerja di ruangan acdpt gaji dpt makan siangtpi ingat hukum karma yakarena anda diktator pasti akan dpt balasan yg setimpal
mantap,5,2026-04-18 00:10:27,positif,mantap
sangat baguss,5,2026-04-18 00:07:44,positif,sangat baguss
kadang kiding,5,2026-04-18 00:04:21,positif,kadang kiding
luar biasa,5,2026-04-18 00:03:37,positif,luar biasa
ok,5,2026-04-18 00:00:19,positif,ok
konfirmasi,5,2026-04-17 23:58:12,positif,konfirmasi
"bagus banget cuman kecewa kemarin beli celana kok ga datang"" sampai lupa kan aku cek lagi uda ga ada, riwayatnya pun juga ga ada🙏🙏",3,2026-04-17 23:54:28,netral,bagus banget cuman kecewa kemarin beli celana kok ga datang sampai lupa kan aku cek lagi uda ga ada riwayatnya pun juga ga ada
Akun belanja online yg paling bagus dan top markotop Banyak voucher diskon nya dan banyak potongan harga nya serta banyak promosi hadiah nya.,5,2026-04-17 23:54:06,positif,akun belanja online yg paling bagus dan top markotop banyak voucher diskon nya dan banyak potongan harga nya serta banyak promosi hadiah nya
Good discont 👍🏼🫰🏼😀,5,2026-04-17 23:53:59,positif,good discont 
mempermudah kebutuhan kita semua,5,2026-04-17 23:52:36,positif,mempermudah kebutuhan kita semua
mantap,5,2026-04-17 23:49:32,positif,mantap
pelanggan prioritas aja kagak pernah di prioritasin,1,2026-04-17 23:48:22,negatif,pelanggan prioritas aja kagak pernah di prioritasin
Tolo,1,2026-04-17 23:47:08,negatif,tolo
mantap,5,2026-04-17 23:46:28,positif,mantap
terimakasih uda dipermudah dengan aplikasi shopee,5,2026-04-17 23:37:28,positif,terimakasih uda dipermudah dengan aplikasi shopee
👍🏻,5,2026-04-17 23:36:16,positif,
sering ngeleg,5,2026-04-17 23:34:32,positif,sering ngeleg
Hai shopee bikin mode gelap biyar mata gak burik,5,2026-04-17 23:33:07,positif,hai shopee bikin mode gelap biyar mata gak burik
good job,4,2026-04-17 23:32:17,positif,good job
"banyak bet iklan lu tol, lu udah gw download masih bertebaran aja iklannya mending gw hapus",1,2026-04-17 23:28:54,negatif,banyak bet iklan lu tol lu udah gw download masih bertebaran aja iklannya mending gw hapus
makin sekarang makin parah..pesanan instant dari jam 19 sampai sekarang jam 23:30 ga dapet driver. bakalan bikin konsumen kapok kalau gini...udah salah satu yang membatalkan gara ²lama dapat driver,1,2026-04-17 23:28:25,negatif,makin sekarang makin parahpesanan instant dari jam  sampai sekarang jam  ga dapet driver bakalan bikin konsumen kapok kalau giniudah salah satu yang membatalkan gara lama dapat driver
"layanan shopee mantap,, lancar dan sukses moga kedepannya makin bagus.",5,2026-04-17 23:24:09,positif,layanan shopee mantap lancar dan sukses moga kedepannya makin bagus
tidak ada tanggung jawabnya. jangan mau beli pulsa top-up e-toll di shopee nanti giliran top-up sudah berhasil namun saldo tidak masuk di hiraukan complain pun tidak d gubris . giliran punya tunggakan d telfonin gilaran saldo gak masuk diam diam aja. jauh lebih baik gopay pembelian cepat dan praktis.,1,2026-04-17 23:23:18,negatif,tidak ada tanggung jawabnya jangan mau beli pulsa topup etoll di shopee nanti giliran topup sudah berhasil namun saldo tidak masuk di hiraukan complain pun tidak d gubris  giliran punya tunggakan d telfonin gilaran saldo gak masuk diam diam aja jauh lebih baik gopay pembelian cepat dan praktis
apa yang dibutuhkan selalu ada,5,2026-04-17 23:21:57,positif,apa yang dibutuhkan selalu ada
ok,5,2026-04-17 23:21:56,positif,ok
"bagus si iya, tapi ko bug gt si, lelet klo mau chekout di keranjang kuning apalah padahal hp gw bagus ram masi lega,jaringan gw wifi, cache shopee ny udh gw bersihin ttp aja lemot respon ny dri awal download pun kya gt, gw sabarin dri bulan bulan lalu positif thinking mungkin emang kaya gini shopee ny tapi lama lama gw emosi sendiri.",5,2026-04-17 23:19:01,positif,bagus si iya tapi ko bug gt si lelet klo mau chekout di keranjang kuning apalah padahal hp gw bagus ram masi legajaringan gw wifi cache shopee ny udh gw bersihin ttp aja lemot respon ny dri awal download pun kya gt gw sabarin dri bulan bulan lalu positif thinking mungkin emang kaya gini shopee ny tapi lama lama gw emosi sendiri
"barang yang dijual ampas, mahal murah sama aja",1,2026-04-17 23:09:10,negatif,barang yang dijual ampas mahal murah sama aja
